file_name,name_gui,name_short,name_src,est_rt60,meas_rt60,fade_start,low_rt60,folder,version,gdrive_link,gain,f_crossover,order_crossover,noise_reduce,source_hrtf_dataset,source_hrtf_id,description,notes,source_dataset,citation,citation_link,high_fc,mid_fc,low_fc
reverberation_dataset_hall_b,Hall B,Hall-B,hall_b,1000,949,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1qCNiREh1GSfJ4ySd4t1abNaCyV_QXKQ_/view?usp=drive_link,-2.1,120,8,No,max,1,"Central Hall, University of York",,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_hall_c,Hall C,Hall-C,hall_c,750,1052,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1iMO8uU345155U_s85NmFjaiNYuq9j2wD/view?usp=drive_link,-2.1,100,9,Yes,max,1,"D/L/028 Hendrix Hall Derwent, University of York",,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_hall_d,Hall D,Hall-D,hall_d,1200,1078,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1Ax09ugn0lYJ5dKnT1mgVV8DJbvqVqZaF/view?usp=drive_link,-2.1,90,9,No,max,1,"Brahmssaal (small music chamber room, ~100 seats).",,Open Database of Spatial Room Impulse Responses at Detmold University of Music,"Sebastia Vicenc Amengual Gari, Banu Sahin, Dusty Eddyand Malte Kob, ‘Open Database of Spatial Room Impulse Responses at Detmold University of Music’. Zenodo, Oct. 21, 2020. doi: 10.5281/zenodo.4116247.",https://doi.org/10.5281/zenodo.4116247,No,No,No
reverberation_dataset_hall_e,Hall E,Hall-E,hall_e,1400,1414,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/19JoePf7NBO3Ur3zuQS11-gYh40CfqHE2/view?usp=drive_link,-2.1,100,9,No,max,1,Generalised/Virtual Room,Derived from multiple datasets,Derived from multiple datasets,,,No,No,No
reverberation_dataset_kiln_a,Kiln,Kiln,kiln_a,800,777,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/188bDisS6H84S-M7rQhrWkB3i5tbFbw90/view?usp=drive_link,-2.1,100,9,No,max,1,"Hoffmann Lime Kiln (Langcliffe, UK)",,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_concert_hall_b,Concert Hall B,Concert-Hall-B,concert_hall_b,1400,1585,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1DYl55a9xvx3UmTeaROxgyWbTkxV18zj-/view?usp=drive_link,-2.1,100,9,No,max,1,Jack Lyons Concert Hall (University of York),,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_concert_hall_c,Concert Hall C,Concert-Hall-C,concert_hall_c,1400,1526,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/15h1sJlUp21BauSvICfCL_mD2iYmtdhzd/view?usp=drive_link,-2.1,100,9,No,max,1,Usina del Arte Symphony Hall,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_concert_hall_d,Concert Hall D,Concert-Hall-D,concert_hall_d,1400,1461,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1-fQ_KGsEAxESBpfXBxY4pV2WWryNo0Dr/view?usp=drive_link,-2.1,100,9,No,max,1,"Detmold Konzerthaus (medium sized concert hall, ~600 seats).",,Open Database of Spatial Room Impulse Responses at Detmold University of Music,"Sebastia Vicenc Amengual Gari, Banu Sahin, Dusty Eddyand Malte Kob, ‘Open Database of Spatial Room Impulse Responses at Detmold University of Music’. Zenodo, Oct. 21, 2020. doi: 10.5281/zenodo.4116247.",https://doi.org/10.5281/zenodo.4116247,No,No,No
reverberation_dataset_atrium_b,Atrium B,Atrium-B,atrium_b,1200,1282,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1yKlMQMg_mTk2zr0Pt4snQBrQb0ZDdbvy/view?usp=drive_link,-2.1,100,9,No,max,1,"Spring Lane Building, University of York",,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_chamber_a,Chamber A,Chamber-A,chamber_a,1400,1408,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1U0uH7dOHFVCsYSrUqZZNE7dLFm0uZnQW/view?usp=drive_link,-2.1,100,9,No,max,1,Tyndall Bruce Monument,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_chamber_b,Chamber B,Chamber-B,chamber_b,800,780,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1FUlp7Hn-UUx45xw6VNldtkq4hhDrkhnE/view?usp=drive_link,-2.1,90,9,No,max,1,York Guildhall Council Chamber,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_foyer_a,Foyer,Foyer,foyer_a,1200,1215,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1S7FVpTk9FOvErEE7J64Wqwrq48WBevil/view?usp=drive_link,-2.1,100,9,Yes,max,1,"Ron Cooke Hub, University of York",,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_tennis_court_a,Tennis Court A,Tennis-Court-A,tennis_court_a,1400,1432,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1s62CbHdaww_YD_U9KFI5XuigK7NDgn3j/view?usp=drive_link,-2.1,110,9,No,max,1,Falkland Palace Royal Tennis Court,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_tunnel_a,Tunnel,Tunnel,tunnel_a,1400,1404,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1pVegU8xa0-bZ8xR2UvlJe0yHDcRfC46i/view?usp=drive_link,-2.1,100,9,No,max,1,Innocent Railway Tunnel,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
reverberation_dataset_theatre_a,Theatre,Theatre,theatre_a,900,959,0,Yes,est_bin,1.0.6,https://drive.google.com/file/d/1lbl6x33uZZSt1LXBC1xBTyb5kK_G0O_r/view?usp=drive_link,-2.1,90,9,No,max,1,"Detmold Sommertheater (theater, ~300 seats).",,Open Database of Spatial Room Impulse Responses at Detmold University of Music,"Sebastia Vicenc Amengual Gari, Banu Sahin, Dusty Eddyand Malte Kob, ‘Open Database of Spatial Room Impulse Responses at Detmold University of Music’. Zenodo, Oct. 21, 2020. doi: 10.5281/zenodo.4116247.",https://doi.org/10.5281/zenodo.4116247,No,No,No
reverberation_dataset_lobby_a,Lobby,Lobby,lobby_a,800,735,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1La23rMIQYLHTkd3_6l4nhzGW6OEVZhq1/view?usp=drive_link,-2.1,90,9,Yes,max,1,Building Lobby,,ACE Challenge database,"James Eaton, Nikolay D. Gaubitch, Alastair H. Mooreand Patrick A. Naylor, ‘Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)’. Zenodo, Mar. 02, 2015. doi: 10.5281/zenodo.6257551.",http://www.ee.ic.ac.uk/naylor/ACEweb/,No,No,No
reverberation_dataset_classroom_a,Classroom,Classroom,classroom_a,1000,1147,0,Yes,est_bin,1.0.5,https://drive.google.com/file/d/1SPwq91Glrab7VYn_ykQpqlC8pldDVL7-/view?usp=drive_link,-2.1,90,9,No,max,1,Classroom,,"PAN-AR: A Multimodal Dataset of Higher-Order Ambisonics Room Impulse Responses, Ambient Noise and Spherical Pictures","F. Denti, D. Fantini, F. Avanziniand G. Presti, ‘PAN-AR: A Multimodal Dataset of Higher-Order Ambisonics Room Impulse Responses, Ambient Noise and Spherical Pictures’. Zenodo, Dec. 08, 2024. doi: 10.5281/zenodo.13134270.",https://doi.org/10.5281/zenodo.13134270,No,No,No
reverberation_dataset_tennis_court_b,Tennis Court B,Tennis-Court-B,tennis_court_b,1400,1273,0,Yes,est_bin,1.0.1,https://drive.google.com/file/d/1_sr9shYk78M-WtMMKCWU2NWisFTKWumu/view?usp=drive_link,-2.1,100,9,No,max,1,Falkland Palace Royal Tennis Court,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,No,No,No
