"hrtf_type","dataset","subject","name_gui","name_short","url","url_alternative","gdrive_url_max","gdrive_url_high","flip_polarity","highest_res","limited_res","ash_version_reference","local_version","gain","flip_azimuths_fb","flip_polarity_original","name_gui_original","name_short_original","default","description","hrtf_index","hrtf_index_max","npy_included_high","npy_included_max"
"Human Listener","ARI","nh781","b_nh781","ARI-b_nh781","https://sofacoustics.org/data/database/ari/dtf b_nh781.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"182",,"no",
"Human Listener","ARI","nh783","b_nh783","ARI-b_nh783","https://sofacoustics.org/data/database/ari/dtf b_nh783.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"183",,"no",
"Human Listener","ARI","nh784","b_nh784","ARI-b_nh784","https://sofacoustics.org/data/database/ari/dtf b_nh784.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"184",,"no",
"Human Listener","ARI","nh785","b_nh785","ARI-b_nh785","https://sofacoustics.org/data/database/ari/dtf b_nh785.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"185",,"no",
"Human Listener","ARI","nh786","b_nh786","ARI-b_nh786","https://sofacoustics.org/data/database/ari/dtf b_nh786.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"186",,"no",
"Human Listener","ARI","nh787","b_nh787","ARI-b_nh787","https://sofacoustics.org/data/database/ari/dtf b_nh787.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"187",,"no",
"Human Listener","ARI","nh788","b_nh788","ARI-b_nh788","https://sofacoustics.org/data/database/ari/dtf b_nh788.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"188",,"no",
"Human Listener","ARI","nh789","b_nh789","ARI-b_nh789","https://sofacoustics.org/data/database/ari/dtf b_nh789.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"189",,"no",
"Human Listener","ARI","nh790","b_nh790","ARI-b_nh790","https://sofacoustics.org/data/database/ari/dtf b_nh790.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"190",,"no",
"Human Listener","ARI","nh791","b_nh791","ARI-b_nh791","https://sofacoustics.org/data/database/ari/dtf b_nh791.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"191",,"no",
"Human Listener","ARI","nh792","b_nh792","ARI-b_nh792","https://sofacoustics.org/data/database/ari/dtf b_nh792.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"192",,"no",
"Human Listener","ARI","nh793","b_nh793","ARI-b_nh793","https://sofacoustics.org/data/database/ari/dtf b_nh793.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"193",,"no",
"Human Listener","ARI","nh794","b_nh794","ARI-b_nh794","https://sofacoustics.org/data/database/ari/dtf b_nh794.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"194",,"no",
"Human Listener","ARI","nh795","b_nh795","ARI-b_nh795","https://sofacoustics.org/data/database/ari/dtf b_nh795.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"195",,"no",
"Human Listener","ARI","nh796","b_nh796","ARI-b_nh796","https://sofacoustics.org/data/database/ari/dtf b_nh796.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"196",,"no",
"Human Listener","ARI","nh8","b_nh8","ARI-b_nh8","https://sofacoustics.org/data/database/ari/dtf b_nh8.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH8/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"197",,"no",
"Human Listener","ARI","nh805","b_nh805","ARI-b_nh805","https://sofacoustics.org/data/database/ari/dtf b_nh805.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"198",,"no",
"Human Listener","ARI","nh821","b_nh821","ARI-b_nh821","https://sofacoustics.org/data/database/ari/dtf b_nh821.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"199",,"no",
"Human Listener","ARI","nh822","b_nh822","ARI-b_nh822","https://sofacoustics.org/data/database/ari/dtf b_nh822.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"200",,"no",
"Human Listener","ARI","nh825","b_nh825","ARI-b_nh825","https://sofacoustics.org/data/database/ari/dtf b_nh825.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"201",,"no",
"Human Listener","ARI","nh826","b_nh826","ARI-b_nh826","https://sofacoustics.org/data/database/ari/dtf b_nh826.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"202",,"no",
"Human Listener","ARI","nh827","b_nh827","ARI-b_nh827","https://sofacoustics.org/data/database/ari/dtf b_nh827.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"203",,"no",
"Human Listener","ARI","nh828","b_nh828","ARI-b_nh828","https://sofacoustics.org/data/database/ari/dtf b_nh828.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"204",,"no",
"Human Listener","ARI","nh829","b_nh829","ARI-b_nh829","https://sofacoustics.org/data/database/ari/dtf b_nh829.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"205",,"no",
"Human Listener","ARI","nh830","b_nh830","ARI-b_nh830","https://sofacoustics.org/data/database/ari/dtf b_nh830.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"206",,"no",
"Human Listener","ARI","nh89","b_nh89","ARI-b_nh89","https://sofacoustics.org/data/database/ari/dtf b_nh89.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH89/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"207",,"no",
"Human Listener","ARI","nh90","b_nh90","ARI-b_nh90","https://sofacoustics.org/data/database/ari/dtf b_nh90.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH90/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"208",,"no",
"Human Listener","ARI","nh91","b_nh91","ARI-b_nh91","https://sofacoustics.org/data/database/ari/dtf b_nh91.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH91/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"209",,"no",
"Human Listener","ARI","nh92","b_nh92","ARI-b_nh92","https://sofacoustics.org/data/database/ari/dtf b_nh92.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH92/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"210",,"no",
"Human Listener","ARI","nh93","b_nh93","ARI-b_nh93","https://sofacoustics.org/data/database/ari/dtf b_nh93.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH93/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"211",,"no",
"Human Listener","ARI","nh94","b_nh94","ARI-b_nh94","https://sofacoustics.org/data/database/ari/dtf b_nh94.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH94/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"212",,"no",
"Human Listener","ARI","nh95","b_nh95","ARI-b_nh95","https://sofacoustics.org/data/database/ari/dtf b_nh95.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH95/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"213",,"no",
"Human Listener","ARI","nh96","b_nh96","ARI-b_nh96","https://sofacoustics.org/data/database/ari/dtf b_nh96.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH96/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"214",,"no",
"Human Listener","ARI","nh1000","c_nh1000","ARI-c_nh1000","https://sofacoustics.org/data/database/ari/dtf c_nh1000.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"215",,"no",
"Human Listener","ARI","nh1001","c_nh1001","ARI-c_nh1001","https://sofacoustics.org/data/database/ari/dtf c_nh1001.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"216",,"no",
"Human Listener","ARI","nh1002","c_nh1002","ARI-c_nh1002","https://sofacoustics.org/data/database/ari/dtf c_nh1002.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"217",,"no",
"Human Listener","ARI","nh1003","c_nh1003","ARI-c_nh1003","https://sofacoustics.org/data/database/ari/dtf c_nh1003.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"218",,"no",
"Human Listener","ARI","nh1004","c_nh1004","ARI-c_nh1004","https://sofacoustics.org/data/database/ari/dtf c_nh1004.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"219",,"no",
"Human Listener","ARI","nh1005","c_nh1005","ARI-c_nh1005","https://sofacoustics.org/data/database/ari/dtf c_nh1005.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"220",,"no",
"Human Listener","ARI","nh1006","c_nh1006","ARI-c_nh1006","https://sofacoustics.org/data/database/ari/dtf c_nh1006.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"221",,"no",
"Human Listener","ARI","nh1007","c_nh1007","ARI-c_nh1007","https://sofacoustics.org/data/database/ari/dtf c_nh1007.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"222",,"no",
"Human Listener","ARI","nh1008","c_nh1008","ARI-c_nh1008","https://sofacoustics.org/data/database/ari/dtf c_nh1008.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"223",,"no",
"Human Listener","ARI","nh1009","c_nh1009","ARI-c_nh1009","https://sofacoustics.org/data/database/ari/dtf c_nh1009.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"224",,"no",
"Human Listener","ARI","nh1010","c_nh1010","ARI-c_nh1010","https://sofacoustics.org/data/database/ari/dtf c_nh1010.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"225",,"no",
"Human Listener","ARI","nh1015","c_nh1015","ARI-c_nh1015","https://sofacoustics.org/data/database/ari/dtf c_nh1015.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"226",,"no",
"Human Listener","ARI","nh1019","c_nh1019","ARI-c_nh1019","https://sofacoustics.org/data/database/ari/dtf c_nh1019.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"227",,"no",
"Human Listener","ARI","nh1020","c_nh1020","ARI-c_nh1020","https://sofacoustics.org/data/database/ari/dtf c_nh1020.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"228",,"no",
"Human Listener","ARI","nh1055","c_nh1055","ARI-c_nh1055","https://sofacoustics.org/data/database/ari/dtf c_nh1055.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"229",,"no",
"Human Listener","ARI","nh214","c_nh214","ARI-c_nh214","https://sofacoustics.org/data/database/ari/dtf c_nh214.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"240",,"no",
"Human Listener","ARI","nh676","c_nh676","ARI-c_nh676","https://sofacoustics.org/data/database/ari/dtf c_nh676.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"241",,"no",
"Human Listener","ARI","nh678","c_nh678","ARI-c_nh678","https://sofacoustics.org/data/database/ari/dtf c_nh678.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"242",,"no",
"Human Listener","ARI","nh831","c_nh831","ARI-c_nh831","https://sofacoustics.org/data/database/ari/dtf c_nh831.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"243",,"no",
"Human Listener","ARI","nh834","c_nh834","ARI-c_nh834","https://sofacoustics.org/data/database/ari/dtf c_nh834.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"244",,"no",
"Human Listener","ARI","nh838","c_nh838","ARI-c_nh838","https://sofacoustics.org/data/database/ari/dtf c_nh838.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"245",,"no",
"Human Listener","ARI","nh839","c_nh839","ARI-c_nh839","https://sofacoustics.org/data/database/ari/dtf c_nh839.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"246",,"no",
"Human Listener","ARI","nh840","c_nh840","ARI-c_nh840","https://sofacoustics.org/data/database/ari/dtf c_nh840.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"247",,"no",
"Human Listener","ARI","nh841","c_nh841","ARI-c_nh841","https://sofacoustics.org/data/database/ari/dtf c_nh841.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"248",,"no",
"Human Listener","ARI","nh842","c_nh842","ARI-c_nh842","https://sofacoustics.org/data/database/ari/dtf c_nh842.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"249",,"no",
"Human Listener","ARI","nh843","c_nh843","ARI-c_nh843","https://sofacoustics.org/data/database/ari/dtf c_nh843.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"250",,"no",
"Human Listener","ARI","nh849","c_nh849","ARI-c_nh849","https://sofacoustics.org/data/database/ari/dtf c_nh849.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"251",,"no",
"Human Listener","ARI","nh852","c_nh852","ARI-c_nh852","https://sofacoustics.org/data/database/ari/dtf c_nh852.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"252",,"no",
"Human Listener","ARI","nh853","c_nh853","ARI-c_nh853","https://sofacoustics.org/data/database/ari/dtf c_nh853.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"253",,"no",
"Human Listener","ARI","nh854","c_nh854","ARI-c_nh854","https://sofacoustics.org/data/database/ari/dtf c_nh854.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"254",,"no",
"Human Listener","ARI","nh855","c_nh855","ARI-c_nh855","https://sofacoustics.org/data/database/ari/dtf c_nh855.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"255",,"no",
"Human Listener","ARI","nh856","c_nh856","ARI-c_nh856","https://sofacoustics.org/data/database/ari/dtf c_nh856.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"256",,"no",
"Human Listener","ARI","nh857","c_nh857","ARI-c_nh857","https://sofacoustics.org/data/database/ari/dtf c_nh857.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"257",,"no",
"Human Listener","ARI","nh858","c_nh858","ARI-c_nh858","https://sofacoustics.org/data/database/ari/dtf c_nh858.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"258",,"no",
"Human Listener","ARI","nh859","c_nh859","ARI-c_nh859","https://sofacoustics.org/data/database/ari/dtf c_nh859.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"259",,"no",
"Human Listener","ARI","nh860","c_nh860","ARI-c_nh860","https://sofacoustics.org/data/database/ari/dtf c_nh860.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"260",,"no",
"Human Listener","ARI","nh868","c_nh868","ARI-c_nh868","https://sofacoustics.org/data/database/ari/dtf c_nh868.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"261",,"no",
"Human Listener","ARI","nh869","c_nh869","ARI-c_nh869","https://sofacoustics.org/data/database/ari/dtf c_nh869.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"262",,"no",
"Human Listener","ARI","nh873","c_nh873","ARI-c_nh873","https://sofacoustics.org/data/database/ari/dtf c_nh873.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"263",,"no",
"Human Listener","ARI","nh874","c_nh874","ARI-c_nh874","https://sofacoustics.org/data/database/ari/dtf c_nh874.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"264",,"no",
"Human Listener","ARI","nh877","c_nh877","ARI-c_nh877","https://sofacoustics.org/data/database/ari/dtf c_nh877.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"265",,"no",
"Human Listener","ARI","nh879","c_nh879","ARI-c_nh879","https://sofacoustics.org/data/database/ari/dtf c_nh879.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"266",,"no",
"Human Listener","ARI","nh881","c_nh881","ARI-c_nh881","https://sofacoustics.org/data/database/ari/dtf c_nh881.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"267",,"no",
"Human Listener","ARI","nh882","c_nh882","ARI-c_nh882","https://sofacoustics.org/data/database/ari/dtf c_nh882.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"268",,"no",
"Human Listener","ARI","nh883","c_nh883","ARI-c_nh883","https://sofacoustics.org/data/database/ari/dtf c_nh883.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"269",,"no",
"Human Listener","ARI","nh884","c_nh884","ARI-c_nh884","https://sofacoustics.org/data/database/ari/dtf c_nh884.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"270",,"no",
"Human Listener","ARI","nh885","c_nh885","ARI-c_nh885","https://sofacoustics.org/data/database/ari/dtf c_nh885.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"271",,"no",
"Human Listener","ARI","nh887","c_nh887","ARI-c_nh887","https://sofacoustics.org/data/database/ari/dtf c_nh887.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"272",,"no",
"Human Listener","ARI","nh888","c_nh888","ARI-c_nh888","https://sofacoustics.org/data/database/ari/dtf c_nh888.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"273",,"no",
"Human Listener","ARI","nh889","c_nh889","ARI-c_nh889","https://sofacoustics.org/data/database/ari/dtf c_nh889.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"274",,"no",
"Human Listener","ARI","nh890","c_nh890","ARI-c_nh890","https://sofacoustics.org/data/database/ari/dtf c_nh890.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"275",,"no",
"Human Listener","ARI","nh891","c_nh891","ARI-c_nh891","https://sofacoustics.org/data/database/ari/dtf c_nh891.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"276",,"no",
"Human Listener","ARI","nh892","c_nh892","ARI-c_nh892","https://sofacoustics.org/data/database/ari/dtf c_nh892.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"277",,"no",
"Human Listener","ARI","nh896","c_nh896","ARI-c_nh896","https://sofacoustics.org/data/database/ari/dtf c_nh896.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"278",,"no",
"Human Listener","ARI","nh898","c_nh898","ARI-c_nh898","https://sofacoustics.org/data/database/ari/dtf c_nh898.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"279",,"no",
"Human Listener","ARI","nh899","c_nh899","ARI-c_nh899","https://sofacoustics.org/data/database/ari/dtf c_nh899.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"280",,"no",
"Human Listener","ARI","nh903","c_nh903","ARI-c_nh903","https://sofacoustics.org/data/database/ari/dtf c_nh903.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"281",,"no",
"Human Listener","ARI","nh904","c_nh904","ARI-c_nh904","https://sofacoustics.org/data/database/ari/dtf c_nh904.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"282",,"no",
"Human Listener","ARI","nh905","c_nh905","ARI-c_nh905","https://sofacoustics.org/data/database/ari/dtf c_nh905.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"283",,"no",
"Human Listener","ARI","nh906","c_nh906","ARI-c_nh906","https://sofacoustics.org/data/database/ari/dtf c_nh906.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"284",,"no",
"Human Listener","ARI","nh911","c_nh911","ARI-c_nh911","https://sofacoustics.org/data/database/ari/dtf c_nh911.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"285",,"no",
"Human Listener","ARI","nh912","c_nh912","ARI-c_nh912","https://sofacoustics.org/data/database/ari/dtf c_nh912.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"286",,"no",
"Human Listener","ARI","nh938","c_nh938","ARI-c_nh938","https://sofacoustics.org/data/database/ari/dtf c_nh938.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"287",,"no",
"Human Listener","ARI","nh950","c_nh950","ARI-c_nh950","https://sofacoustics.org/data/database/ari/dtf c_nh950.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"288",,"no",
"Human Listener","ARI","nh951","c_nh951","ARI-c_nh951","https://sofacoustics.org/data/database/ari/dtf c_nh951.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"289",,"no",
"Human Listener","ARI","nh952","c_nh952","ARI-c_nh952","https://sofacoustics.org/data/database/ari/dtf c_nh952.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"290",,"no",
"Human Listener","ARI","nh990","c_nh990","ARI-c_nh990","https://sofacoustics.org/data/database/ari/dtf c_nh990.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"291",,"no",
"Human Listener","ARI","nh998","c_nh998","ARI-c_nh998","https://sofacoustics.org/data/database/ari/dtf c_nh998.sofa",,,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"292",,"no",
"Human Listener","ARI","nh10","nh10","ARI-nh10","https://sofacoustics.org/data/database/ari/dtf_nh10.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH10/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"298",,"no",
"Human Listener","ARI","nh102","nh102","ARI-nh102","https://sofacoustics.org/data/database/ari/dtf_nh102.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH102/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"299",,"no",
"Human Listener","ARI","nh103","nh103","ARI-nh103","https://sofacoustics.org/data/database/ari/dtf_nh103.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH103/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"300",,"no",
"Human Listener","ARI","nh104","nh104","ARI-nh104","https://sofacoustics.org/data/database/ari/dtf_nh104.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH104/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"301",,"no",
"Human Listener","ARI","nh11","nh11","ARI-nh11","https://sofacoustics.org/data/database/ari/dtf_nh11.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH11/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"302",,"no",
"Human Listener","ARI","nh110","nh110","ARI-nh110","https://sofacoustics.org/data/database/ari/dtf_nh110.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH110/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"303",,"no",
"Human Listener","ARI","nh111","nh111","ARI-nh111","https://sofacoustics.org/data/database/ari/dtf_nh111.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH111/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"304",,"no",
"Human Listener","ARI","nh115","nh115","ARI-nh115","https://sofacoustics.org/data/database/ari/dtf_nh115.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH115/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"305",,"no",
"Human Listener","ARI","nh12","nh12","ARI-nh12","https://sofacoustics.org/data/database/ari/dtf_nh12.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH12/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"306",,"no",
"Human Listener","ARI","nh120","nh120","ARI-nh120","https://sofacoustics.org/data/database/ari/dtf_nh120.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH120/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"307",,"no",
"Human Listener","ARI","nh122","nh122","ARI-nh122","https://sofacoustics.org/data/database/ari/dtf_nh122.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH122/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"308",,"no",
"Human Listener","ARI","nh123","nh123","ARI-nh123","https://sofacoustics.org/data/database/ari/dtf_nh123.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH123/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"309",,"no",
"Human Listener","ARI","nh128","nh128","ARI-nh128","https://sofacoustics.org/data/database/ari/dtf_nh128.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH128/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"310",,"no",
"Human Listener","ARI","nh129","nh129","ARI-nh129","https://sofacoustics.org/data/database/ari/dtf_nh129.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH129/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"311",,"no",
"Human Listener","ARI","nh13","nh13","ARI-nh13","https://sofacoustics.org/data/database/ari/dtf_nh13.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH13/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"312",,"no",
"Human Listener","ARI","nh130","nh130","ARI-nh130","https://sofacoustics.org/data/database/ari/dtf_nh130.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH130/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"313",,"no",
"Human Listener","ARI","nh131","nh131","ARI-nh131","https://sofacoustics.org/data/database/ari/dtf_nh131.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH131/hrtf_M_dtf%20256.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"314",,"no",
