"hrtf_type","dataset","subject","name_gui","name_short","url","url_alternative","gdrive_url_max","gdrive_url_high","flip_polarity","highest_res","limited_res","ash_version_reference","local_version","gain","flip_azimuths_fb","flip_polarity_original","name_gui_original","name_short_original","default","description","hrtf_index","hrtf_index_max","npy_included_high","npy_included_max"
"Dummy Head / Head & Torso Simulator","SADIE","N/A","Neumann KU 100 (SADIE)","SADIE-KU-100","N/A",,,"https://drive.google.com/file/d/1DSsfSRA50q5AeL6aRdRNhbkayLQB3tp4/view?usp=drive_link","no","high","no","3.1.0","1.0.0","-3.2","no","no","Neumann KU 100 (SADIE)","KU-100-SADIE",,,"0",,"yes",
"Dummy Head / Head & Torso Simulator","THK","N/A","Neumann KU 100 (TH Koln)","THK-KU-100","N/A",,"https://drive.google.com/file/d/1GpLS5FbainIJwKJfRMPvmhhO_W4TXOdI/view?usp=drive_link","https://drive.google.com/file/d/1iJU4MmDNNahVWKHhWfSyQK9KImXTfpGF/view?usp=drive_link","no","max","no","3.1.0","1.0.0","-3.2","no","no","Neumann KU 100 (TH Koln)","KU-100-THK",,,"1","0","yes","no"
"Dummy Head / Head & Torso Simulator","TU-BERLIN","FABIAN","FABIAN","TU-FABIAN","https://sofacoustics.org/data/database/tu-berlin/FABIAN_HRIR_measured_HATO_0.sofa",,"https://drive.google.com/file/d/1Po4TH6T4JPYSElyneYfOndcAGx399aKU/view?usp=drive_link","https://drive.google.com/file/d/1-ZawesfxErG_GinnT95en7hBeS-kw_V3/view?usp=drive_link","no","max","no","3.1.0","1.0.0","-1.4","no","no","FABIAN HATS","FABIAN",,,"5","1","yes","no"
"Dummy Head / Head & Torso Simulator","B&K-4128","N/A","B&K Type 4128","B&K-4128","N/A",,,"https://drive.google.com/file/d/1VBUChZ-8amjIIbjAGRBSxjTuVDyug-iK/view?usp=drive_link","no","high","yes","3.1.0","1.0.0","0","no","yes","B&K Type 4128","B&K-4128",,,"3",,"yes",
"Dummy Head / Head & Torso Simulator","MMHR","N/A","B&K Type 4128C (MMHR-HRIR)","MMHR-B&K-4128C","N/A",,,"https://drive.google.com/file/d/1c09ZMCInjHSsckzdyWgj-eqJvhuQb3mV/view?usp=drive_link","no","high","no","3.1.0","1.0.0","-0.9","no","no","B&K Type 4128C (MMHR-HRIR)","B&K-4128C-MMHR","Yes",,"4",,"yes",
"Dummy Head / Head & Torso Simulator","MMHR","N/A","DADEC (MMHR-HRIR)","MMHR-DADEC","N/A",,,"https://drive.google.com/file/d/1go1NbU19x76Pm330sx1NffenLgtZxVWw/view?usp=drive_link","no","high","no","3.1.0","1.0.0","0","no","yes","DADEC (MMHR-HRIR)","DADEC-MMHR",,,"5",,"yes",
"Dummy Head / Head & Torso Simulator","MMHR","N/A","HEAD acoustics HMSII.2 (MMHR-HRIR)","MMHR-HMSII.2","N/A",,,"https://drive.google.com/file/d/1CiDOggoaG2FDWGVQzDm4Tbj12hbWVpI7/view?usp=drive_link","no","high","no","3.1.0","1.0.0","-3.4","no","no","HEAD acoustics HMSII.2 (MMHR-HRIR)","HMSII.2-MMHR",,,"6",,"yes",
"Dummy Head / Head & Torso Simulator","MMHR","N/A","KEMAR (MMHR-HRIR)","MMHR-KEMAR","N/A",,,"https://drive.google.com/file/d/1R-a4n-B6sS1HJaHmQXTsGKwAHZhu1l0o/view?usp=drive_link","no","high","no","3.1.0","1.0.0","-0.5","no","no","KEMAR (MMHR-HRIR)","KEMAR-MMHR",,,"7",,"yes",
"Dummy Head / Head & Torso Simulator","MIT","N/A","KEMAR-N (MIT)","MIT-KEMAR-N","N/A",,,"https://drive.google.com/file/d/1T_r7Jr1KurfJRjLY3NUMaMoLl62nMUAq/view?usp=drive_link","no","high","no","3.1.0","1.0.0","-5.1","no","no","KEMAR-N (MIT)","KEMAR-N-MIT",,,"8",,"yes",
"Dummy Head / Head & Torso Simulator","MIT","N/A","KEMAR-L (MIT)","MIT-KEMAR-L","N/A",,,"https://drive.google.com/file/d/1R9x1P41FwmWwiVHecZ2gPC_wnew1i7HP/view?usp=drive_link","no","high","no","3.1.0","1.0.0","-5.8","no","no","KEMAR-L (MIT)","KEMAR-L-MIT",,,"9",,"yes",
"Dummy Head / Head & Torso Simulator","SADIE","N/A","KEMAR (SADIE)","SADIE-KEMAR","N/A",,,"https://drive.google.com/file/d/1w4SYkuln5zy5fEzz5AWKax8OVUDQ4rtY/view?usp=drive_link","no","high","no","3.1.0","1.0.0","-2.9","no","no","KEMAR (SADIE)","KEMAR-SADIE",,,"10",,"yes",
"Dummy Head / Head & Torso Simulator","PKU-IOA","N/A","KEMAR-N (PKU-IOA)","PKU-KEMAR-N","N/A",,,"https://drive.google.com/file/d/13Vx9yYTwL1MrUj7udXgiV72DhNNxURqu/view?usp=drive_link","no","high","no","3.1.0","1.0.0","-1.6","no","no","KEMAR-N (PKU-IOA)","KEMAR-N-PKU",,,"11",,"yes",
"Dummy Head / Head & Torso Simulator","PKU-IOA","N/A","KEMAR-L (PKU-IOA)","PKU-KEMAR-L","N/A",,,"https://drive.google.com/file/d/1xTxB7pQMH3iAE4bFimOcRvj03JgHsKdB/view?usp=drive_link","no","high","no","3.1.0","1.0.0","-1","no","no","KEMAR-L (PKU-IOA)","KEMAR-L-PKU",,,"12",,"yes",
"Dummy Head / Head & Torso Simulator","AXD (KEMAR)","kemar_largeears","kemar_largeears","AXD-kemar_large","https://sofacoustics.org/data/database/axd (kemar)/kemar_knowl_earsim_largeears_windowed_48khz.sofa",,,"https://drive.google.com/file/d/1n4LdKtdSDGISvTIzBkRLJQVIKW5lfpsN/view?usp=drive_link","yes","high","no","3.1.0","1.0.1",,"no","no",,,,"20250402: updated with corrected sample rate","1",,"yes",
"Dummy Head / Head & Torso Simulator","AXD (KEMAR)","kemar_smallears","kemar_smallears","AXD-kemar_small","https://sofacoustics.org/data/database/axd (kemar)/kemar_knowl_earsim_smallears_windowed_48khz.sofa",,,"https://drive.google.com/file/d/1qAI8KuqdpFkzM4w677mu2rGRgE_mpMQt/view?usp=drive_link","yes","high","no","3.1.0","1.0.1",,"no","no",,,,"20250402: updated with corrected sample rate","2",,"yes",
"Dummy Head / Head & Torso Simulator","SCUT","KEMAR","KEMAR","SCUT-KEMAR","https://sofacoustics.org/data/database/scut/SCUT_KEMAR_radius_1.sofa",,,"https://drive.google.com/file/d/1HEqm-SyyYKHEipbY5K0njHb1cobmoYAg/view?usp=drive_link","no","high","no","3.1.0","1.0.0",,"no","no",,,,,"3",,"yes",
"Dummy Head / Head & Torso Simulator","THK","HMSII","HMSII","THK-HMSII","https://sofacoustics.org/data/database/thk/HMSII.sofa",,,"https://drive.google.com/file/d/19LeQvVlPiG0q2vvAIFXVSbpfAgW-281C/view?usp=drive_link","yes","high","no","3.1.0","1.0.1",,"no","no",,,,"20250402: updated with corrected sample rate","4",,"yes",
"Dummy Head / Head & Torso Simulator","TU-BERLIN","qu_kemar","qu_kemar","TU-qu_kemar","https://sofacoustics.org/data/database/tu-berlin/qu_kemar_anechoic_1m.sofa",,,"https://drive.google.com/file/d/1ZRvbrOs100kS1x4D4imc2gSxVapZUtzO/view?usp=drive_link","no","high","no","3.1.0","1.0.0",,"no","no",,,,,"6",,"yes",
"Dummy Head / Head & Torso Simulator","VIKING","subj_A","subj_A","VIKING-subj_A","https://sofacoustics.org/data/database/viking/subj_A.sofa","https://drive.google.com/file/d/1JwmwRcsFuGy5s4FZ3vcmY6ItqhkndguN/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"7",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_B","subj_B","VIKING-subj_B","https://sofacoustics.org/data/database/viking/subj_B.sofa","https://drive.google.com/file/d/1-VkVJknFJJY6EYa8RILUDAiiW8VEqwiP/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"8",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_C","subj_C","VIKING-subj_C","https://sofacoustics.org/data/database/viking/subj_C.sofa","https://drive.google.com/file/d/1HyqDdIoPMO1LZgzSEwJQZue4aTxRFSab/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"9",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_D","subj_D","VIKING-subj_D","https://sofacoustics.org/data/database/viking/subj_D.sofa","https://drive.google.com/file/d/1wNq9Vcd6O9orggmYGRuNVkyFGw8CBq3F/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"10",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_E","subj_E","VIKING-subj_E","https://sofacoustics.org/data/database/viking/subj_E.sofa","https://drive.google.com/file/d/12llxc6vmkkQIi2XX5e9KBPlmRvOaIEyY/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"11",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_F","subj_F","VIKING-subj_F","https://sofacoustics.org/data/database/viking/subj_F.sofa","https://drive.google.com/file/d/1vnsw1zBnJ3fnIt_hy4xJ9nomn2B6veEj/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"12",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_G","subj_G","VIKING-subj_G","https://sofacoustics.org/data/database/viking/subj_G.sofa","https://drive.google.com/file/d/1hO8Tc7yo3FO4w3fXCXvyb1kR8zXqWSdd/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"13",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_H","subj_H","VIKING-subj_H","https://sofacoustics.org/data/database/viking/subj_H.sofa","https://drive.google.com/file/d/1jt7bAG2ZRqi1ftQ2lj_pROdDEuPiNMI4/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"14",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_I","subj_I","VIKING-subj_I","https://sofacoustics.org/data/database/viking/subj_I.sofa","https://drive.google.com/file/d/1RS4pb3-FsAA828sG6lmTHbdR8PaDO43Z/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"15",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_J","subj_J","VIKING-subj_J","https://sofacoustics.org/data/database/viking/subj_J.sofa","https://drive.google.com/file/d/1gEe4KtmxympwXzaocVns3JMXvtDTWgkw/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"16",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_K","subj_K","VIKING-subj_K","https://sofacoustics.org/data/database/viking/subj_K.sofa","https://drive.google.com/file/d/1ond_JfYeMXlKcy-Xg7TSPOw8FB0ZZCHQ/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"17",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_L","subj_L","VIKING-subj_L","https://sofacoustics.org/data/database/viking/subj_L.sofa","https://drive.google.com/file/d/1Zmor_qv5nDxZ_BMOiD7jrtOBEukYDjsL/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"18",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_M","subj_M","VIKING-subj_M","https://sofacoustics.org/data/database/viking/subj_M.sofa","https://drive.google.com/file/d/1T79Z1nLoIr5VRmUP-EjvjgpUaStQEphf/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"19",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_N","subj_N","VIKING-subj_N","https://sofacoustics.org/data/database/viking/subj_N.sofa","https://drive.google.com/file/d/1NjAZtt-xLyw2zuYjMEE-ByHDxVOh9ywP/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"20",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_O","subj_O","VIKING-subj_O","https://sofacoustics.org/data/database/viking/subj_O.sofa","https://drive.google.com/file/d/1jjYVtqgmeVRKMmVuHlzYNnt2Hx5ChjLq/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"21",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_P","subj_P","VIKING-subj_P","https://sofacoustics.org/data/database/viking/subj_P.sofa","https://drive.google.com/file/d/1N_I9vopcET9unRbh3wjNFzj5QEIif0eP/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"22",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_Q","subj_Q","VIKING-subj_Q","https://sofacoustics.org/data/database/viking/subj_Q.sofa","https://drive.google.com/file/d/15sGPUhfCNnCZlp9bCIClOIaFC4IqBjci/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"23",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_R","subj_R","VIKING-subj_R","https://sofacoustics.org/data/database/viking/subj_R.sofa","https://drive.google.com/file/d/1ViyvrwcVz3q_trIxFWDVBUk4Uu2DT_gJ/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"24",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_S","subj_S","VIKING-subj_S","https://sofacoustics.org/data/database/viking/subj_S.sofa","https://drive.google.com/file/d/1-8J7sp523N3mVEpn6_rZiWW1nKE4Ozmj/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"25",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_T","subj_T","VIKING-subj_T","https://sofacoustics.org/data/database/viking/subj_T.sofa","https://drive.google.com/file/d/1WgnnXSZ6z2mBi2bJKvYStJZ1Br4F0Xcg/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"26",,"no",
"Dummy Head / Head & Torso Simulator","VIKING","subj_Z","subj_Z","VIKING-subj_Z","https://sofacoustics.org/data/database/viking/subj_Z.sofa","https://drive.google.com/file/d/1mNARcgUPgbqgoq8u5h2mMNhIu5tu5u2k/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"27",,"no",
"Human Listener","ARI","nh10","b_nh10","ARI-b_nh10","https://sofacoustics.org/data/database/ari/dtf b_nh10.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH10/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"38",,"no",
"Human Listener","ARI","nh102","b_nh102","ARI-b_nh102","https://sofacoustics.org/data/database/ari/dtf b_nh102.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH102/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"39",,"no",
"Human Listener","ARI","nh103","b_nh103","ARI-b_nh103","https://sofacoustics.org/data/database/ari/dtf b_nh103.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH103/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"40",,"no",
"Human Listener","ARI","nh104","b_nh104","ARI-b_nh104","https://sofacoustics.org/data/database/ari/dtf b_nh104.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH104/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"41",,"no",
"Human Listener","ARI","nh11","b_nh11","ARI-b_nh11","https://sofacoustics.org/data/database/ari/dtf b_nh11.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH11/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"42",,"no",
"Human Listener","ARI","nh110","b_nh110","ARI-b_nh110","https://sofacoustics.org/data/database/ari/dtf b_nh110.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH110/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"43",,"no",
"Human Listener","ARI","nh111","b_nh111","ARI-b_nh111","https://sofacoustics.org/data/database/ari/dtf b_nh111.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH111/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"44",,"no",
"Human Listener","ARI","nh115","b_nh115","ARI-b_nh115","https://sofacoustics.org/data/database/ari/dtf b_nh115.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH115/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"45",,"no",
"Human Listener","ARI","nh12","b_nh12","ARI-b_nh12","https://sofacoustics.org/data/database/ari/dtf b_nh12.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH12/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"46",,"no",
"Human Listener","ARI","nh120","b_nh120","ARI-b_nh120","https://sofacoustics.org/data/database/ari/dtf b_nh120.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH120/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"47",,"no",
"Human Listener","ARI","nh122","b_nh122","ARI-b_nh122","https://sofacoustics.org/data/database/ari/dtf b_nh122.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH122/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"48",,"no",
"Human Listener","ARI","nh123","b_nh123","ARI-b_nh123","https://sofacoustics.org/data/database/ari/dtf b_nh123.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH123/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"49",,"no",
"Human Listener","ARI","nh128","b_nh128","ARI-b_nh128","https://sofacoustics.org/data/database/ari/dtf b_nh128.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH128/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"50",,"no",
"Human Listener","ARI","nh129","b_nh129","ARI-b_nh129","https://sofacoustics.org/data/database/ari/dtf b_nh129.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH129/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"51",,"no",
"Human Listener","ARI","nh13","b_nh13","ARI-b_nh13","https://sofacoustics.org/data/database/ari/dtf b_nh13.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH13/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"52",,"no",
"Human Listener","ARI","nh130","b_nh130","ARI-b_nh130","https://sofacoustics.org/data/database/ari/dtf b_nh130.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH130/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"53",,"no",
"Human Listener","ARI","nh131","b_nh131","ARI-b_nh131","https://sofacoustics.org/data/database/ari/dtf b_nh131.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH131/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"54",,"no",
"Human Listener","ARI","nh132","b_nh132","ARI-b_nh132","https://sofacoustics.org/data/database/ari/dtf b_nh132.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH132/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"55",,"no",
"Human Listener","ARI","nh133","b_nh133","ARI-b_nh133","https://sofacoustics.org/data/database/ari/dtf b_nh133.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH133/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"56",,"no",
"Human Listener","ARI","nh134","b_nh134","ARI-b_nh134","https://sofacoustics.org/data/database/ari/dtf b_nh134.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH134/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"57",,"no",
"Human Listener","ARI","nh135","b_nh135","ARI-b_nh135","https://sofacoustics.org/data/database/ari/dtf b_nh135.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH135/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"58",,"no",
"Human Listener","ARI","nh136","b_nh136","ARI-b_nh136","https://sofacoustics.org/data/database/ari/dtf b_nh136.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH136/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"59",,"no",
"Human Listener","ARI","nh137","b_nh137","ARI-b_nh137","https://sofacoustics.org/data/database/ari/dtf b_nh137.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH137/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"60",,"no",
"Human Listener","ARI","nh138","b_nh138","ARI-b_nh138","https://sofacoustics.org/data/database/ari/dtf b_nh138.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH138/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"61",,"no",
"Human Listener","ARI","nh139","b_nh139","ARI-b_nh139","https://sofacoustics.org/data/database/ari/dtf b_nh139.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH139/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"62",,"no",
"Human Listener","ARI","nh14","b_nh14","ARI-b_nh14","https://sofacoustics.org/data/database/ari/dtf b_nh14.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH14/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"63",,"no",
"Human Listener","ARI","nh140","b_nh140","ARI-b_nh140","https://sofacoustics.org/data/database/ari/dtf b_nh140.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH140/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"64",,"no",
"Human Listener","ARI","nh143","b_nh143","ARI-b_nh143","https://sofacoustics.org/data/database/ari/dtf b_nh143.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH143/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"65",,"no",
"Human Listener","ARI","nh146","b_nh146","ARI-b_nh146","https://sofacoustics.org/data/database/ari/dtf b_nh146.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH146/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"66",,"no",
"Human Listener","ARI","nh15","b_nh15","ARI-b_nh15","https://sofacoustics.org/data/database/ari/dtf b_nh15.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH15/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"67",,"no",
"Human Listener","ARI","nh154","b_nh154","ARI-b_nh154","https://sofacoustics.org/data/database/ari/dtf b_nh154.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH154/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"68",,"no",
"Human Listener","ARI","nh156","b_nh156","ARI-b_nh156","https://sofacoustics.org/data/database/ari/dtf b_nh156.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH156/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"69",,"no",
"Human Listener","ARI","nh157","b_nh157","ARI-b_nh157","https://sofacoustics.org/data/database/ari/dtf b_nh157.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH157/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"70",,"no",
"Human Listener","ARI","nh158","b_nh158","ARI-b_nh158","https://sofacoustics.org/data/database/ari/dtf b_nh158.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH158/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"71",,"no",
"Human Listener","ARI","nh159","b_nh159","ARI-b_nh159","https://sofacoustics.org/data/database/ari/dtf b_nh159.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH159/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"72",,"no",
"Human Listener","ARI","nh16","b_nh16","ARI-b_nh16","https://sofacoustics.org/data/database/ari/dtf b_nh16.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH16/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"73",,"no",
"Human Listener","ARI","nh160","b_nh160","ARI-b_nh160","https://sofacoustics.org/data/database/ari/dtf b_nh160.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH160/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"74",,"no",
"Human Listener","ARI","nh161","b_nh161","ARI-b_nh161","https://sofacoustics.org/data/database/ari/dtf b_nh161.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH161/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"75",,"no",
"Human Listener","ARI","nh162","b_nh162","ARI-b_nh162","https://sofacoustics.org/data/database/ari/dtf b_nh162.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH162/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"76",,"no",
"Human Listener","ARI","nh163","b_nh163","ARI-b_nh163","https://sofacoustics.org/data/database/ari/dtf b_nh163.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH163/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"77",,"no",
"Human Listener","ARI","nh164","b_nh164","ARI-b_nh164","https://sofacoustics.org/data/database/ari/dtf b_nh164.sofa","https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH164/hrtf_M_dtf%20b.sofa",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"78",,"no",
