20
22
23
25
26
28
30
32
35
37
40
42
45
49
52
56
59
64
68
73
78
83
89
95
102
109
117
125
134
143
153
164
175
188
201
215
230
246
263
282
301
323
345
369
395
423
452
484
518
554
593
635
679
726
777
832
890
952
1019
1090
1167
1248
1336
1429
1529
1636
1751
1873
2004
2145
2295
2455
2627
2811
3008
3219
3444
3685
3943
4219
4514
4830
5168
5530
5917
6331
6775
7249
7756
8299
8880
9502
10167
10879
11640
12455
13327
14260
15258
16326
17469
18692
20000
