7.1W BL Azimuth (deg),7.1W BR Azimuth (deg),7.1N BL Azimuth (deg),7.1N BR Azimuth (deg),5.1 BL Azimuth (deg),5.1 BR Azimuth (deg),SL Azimuth (deg),SR Azimuth (deg),FL Azimuth (deg),FR Azimuth (deg),C Azimuth (deg)
-135,135,-150,150,-120,120,-90,90,-30,30,0
